	SP1	SP2	SP3	SP4	SP5	SP6	SP7	SP8	SP9	SP10	SP11	SP12	SP13	SP14	SP15
MCA_RS11535	51350	19647	55881	9042	16654	25541	49463	32742	52685	43552	51249	33878	28199	67073	37187
MCA_RS11540	125367	55439	88599	13983	15860	22399	79501	69420	76948	71782	84108	45820	35503	89496	61906
MCA_RS11545	63082	28291	51938	5260	8638	10014	49953	33297	46427	44086	55930	26442	18466	56203	31305
MCA_RS11550	14471	6784	13568	896	1283	2492	10444	8156	10774	10011	13210	5203	4014	15086	7864
MCA_RS11555	27501	13565	24780	1290	1470	3088	24823	24133	24315	18970	27521	12244	11164	24692	20815
MCA_RS11560	15132	7768	7705	835	571	895	6165	6606	6124	6070	9086	2696	2590	7850	5943
MCA_RS11565	20557	8708	15452	1484	1240	1674	14719	13705	13179	13672	20223	8012	5170	16301	12144
MCA_RS11570	38482	20025	32964	2478	4422	3791	32450	31322	31570	26920	35281	12497	12069	29773	27417
MCA_RS11575	10450	5240	8017	989	1813	1145	8041	8584	8400	7705	10108	3309	3230	10920	6299
MCA_RS11580	11550	4984	13108	1566	2771	3159	9830	6682	10650	10002	11484	3214	4243	16376	7370
MCA_RS11585	67156	27616	58263	3852	5161	8325	51163	43833	39781	45722	59206	24455	19370	46990	31015
MCA_RS11590	15962	5278	13674	1023	1941	1682	10169	9299	10061	9521	11844	5640	4537	12580	9162
MCA_RS11595	8793	4353	5604	642	794	289	7248	5347	6237	6343	7473	3177	2476	7501	4309
MCA_RS11600	57608	26472	57281	5914	7622	11997	48472	40132	42954	47673	58861	26341	17274	57136	34633
MCA_RS11605	36587	14804	28736	5375	7473	10497	24328	19132	26419	25304	26377	13430	11817	32029	17521
MCA_RS11610	65762	29268	62909	9254	15158	19743	43903	33451	51448	48411	53619	36288	22840	62128	40184
MCA_RS11615	42176	17834	34403	6138	7926	8370	28719	21768	31507	26688	32873	18802	11474	41517	21817
MCA_RS11620	16907	7573	16125	2240	2313	2762	13951	13583	11697	15641	17239	7999	7714	20875	11507
MCA_RS11625	96410	33003	93721	16725	26802	31338	93462	74114	72180	78000	107589	50782	36450	119520	64275
MCA_RS11630	109424	44945	92529	21764	26666	34038	103376	90925	84002	99826	134988	53805	42023	124587	81960
MCA_RS11635	15538	5591	10872	1580	2014	3045	11268	9338	9260	11004	17636	6812	5377	17416	7030
MCA_RS11640	7011	1825	4300	716	915	519	5479	4132	3444	4160	7093	2465	1657	5971	2354
MCA_RS11655	4687	788	3100	272	1385	2809	2431	1255	2110	3646	2580	2749	1799	5258	1945
MCA_RS11660	9653	4684	10583	2054	6430	6232	7917	3863	8058	9205	8810	7941	5330	14499	6923
MCA_RS11665	23790	9077	22030	5120	7607	9907	18372	13933	16045	17969	21244	12668	8410	33612	15657
MCA_RS11670	12638	4799	11415	1950	2391	2250	13076	11151	9590	11129	16074	7204	5766	18544	10099
MCA_RS11675	16759	4294	15228	2191	6514	6417	8131	5715	10788	11436	12479	10861	6689	18627	9453
MCA_RS11680	5055	1684	4220	847	1594	1761	2694	2115	2875	2934	3915	1535	2524	6772	2862
MCA_RS11685	112792	46895	106020	24371	44335	51837	62807	46563	80826	77792	74471	57854	38421	106235	58341
MCA_RS11690	52775	26288	59230	10838	23701	28608	34685	30312	42330	45042	43816	34979	22037	62358	31155
MCA_RS11695	15608	7490	14449	3164	5947	6689	9341	6116	11427	13304	10471	10075	6242	17696	8669
MCA_RS11700	33325	12260	33543	6353	9109	10361	25826	22707	26626	29368	28919	16178	11933	37398	22863
MCA_RS11705	35124	16871	40768	7379	15422	16394	33335	28922	35753	41586	36858	27299	16863	53231	25496
MCA_RS11710	29424	11408	28949	5812	9010	9620	27863	16191	20601	28376	30112	13540	9474	40053	17084
MCA_RS16075	2229	893	1916	178	558	705	1044	560	2203	574	1083	1096	820	1431	907
MCA_RS16305	153	0	221	89	69	203	88	374	190	254	254	139	88	333	251
MCA_RS11720	2045	806	2162	262	381	542	896	1130	1637	1032	1612	683	996	2010	1150
MCA_RS11725	1901	765	2799	473	650	1862	1693	1173	1715	770	2293	2031	1631	2736	1732
MCA_RS11730	2060	844	1083	152	346	753	1679	1460	1033	1273	1918	443	402	1564	808
MCA_RS16085	877	385	445	115	278	80	439	257	910	1293	558	532	374	1019	198
MCA_RS11745	12880	4549	12227	4238	6222	6407	5118	5708	8216	6444	7236	7279	5251	10253	7398
MCA_RS11750	1601	472	2273	307	1174	1705	1295	461	1771	1270	1706	2745	1519	2761	1539
MCA_RS11755	6555	1247	5956	1765	2796	4142	3157	1696	5577	3005	3894	6204	3598	8132	4452
MCA_RS11760	3425	1166	2792	863	1525	1533	810	1294	1581	1769	2131	4580	2100	2749	2509
MCA_RS16310	394	519	609	282	524	0	270	199	280	510	427	527	261	1117	219
MCA_RS11770	6793	2853	6158	1410	2986	3190	3448	3241	4970	3765	5399	7609	4132	8635	4400
MCA_RS11775	1920	734	1827	367	427	443	620	1068	618	910	855	565	787	2183	918
MCA_RS11780	1045	487	667	174	287	265	558	212	666	545	734	877	541	1189	502
MCA_RS11785	1749	1111	2749	841	2019	1905	1071	849	2231	2121	1737	1666	1318	3076	816
MCA_RS11790	8757	3807	9926	2369	6397	7789	5292	2433	8734	7086	7946	12626	5627	16360	8929
MCA_RS11795	3156	998	2233	278	1167	331	1298	1675	1577	1846	2233	2675	2251	4584	1359
MCA_RS11800	6037	1346	5369	597	1310	1751	3618	2788	4042	3801	5390	5542	2769	7388	4640
MCA_RS11805	823	96	739	57	345	27	149	360	360	203	561	453	257	828	129
MCA_RS11810	6284	1360	4683	754	1461	1336	2856	2356	2882	3685	3642	3441	2486	5547	3329
MCA_RS11815	935	289	644	91	489	499	326	360	251	342	139	956	313	955	129
MCA_RS11820	7170	2685	6662	935	1801	2080	5200	4046	6501	5538	5997	3683	3703	8932	4644
MCA_RS11825	904	713	1811	153	693	1022	1031	341	1228	982	961	1145	847	2357	845
MCA_RS11830	2572	1239	3022	447	616	1276	1706	1835	2541	1765	4194	2196	1601	3892	1990
MCA_RS11835	750	239	1471	382	198	941	1800	942	1341	1291	1413	962	1097	2256	1456
MCA_RS11840	3313	1556	4183	597	1516	1161	2064	2066	3395	3094	4115	3499	2667	6490	2553
MCA_RS11845	9652	4129	8811	2483	5963	6662	5115	3232	7298	6997	7122	6093	4372	10742	6556
MCA_RS11850	9179	3588	10307	2674	6371	5419	4222	3113	5806	5492	5211	6235	4619	11074	4205
MCA_RS11855	8230	3184	7709	1828	6159	4796	4403	2640	5581	5451	6537	7506	4432	9453	4362
MCA_RS11860	2271	776	4550	280	854	1142	1659	510	2623	3110	3635	3881	1770	5013	1307
MCA_RS11865	2143	671	3341	388	634	393	1713	392	2095	1049	1528	2263	1346	3197	1062
MCA_RS11870	17064	6823	17135	4996	8230	14028	10425	8588	16251	11913	17276	18051	10055	25474	12798
MCA_RS11875	7074	1955	6034	1079	1968	3195	3661	3885	5315	3492	6622	4467	3020	9274	5903
MCA_RS11880	20957	9243	21766	4371	5379	8366	15218	10129	19154	18510	20730	21231	14730	31631	16660
MCA_RS11885	44921	16094	52068	7539	15608	20127	29445	21514	43547	40396	40590	35745	26500	70214	31296
MCA_RS11890	52674	19720	47861	7031	14339	16434	34384	28471	35677	32187	50309	32456	21230	56859	32039
MCA_RS11895	10272	3363	10616	1910	5063	4629	7045	3689	8277	5851	7706	10156	3805	13743	5051
MCA_RS11900	12663	4711	11773	2879	5426	6852	6282	5716	9589	9283	10020	9811	6300	16509	10388
MCA_RS11905	6322	2668	9771	1470	3953	5228	4579	2051	7578	7346	4998	7740	4850	12080	6275
MCA_RS11910	11992	4747	13036	3483	9054	10178	6881	5191	10314	8685	7999	9345	6995	17447	8229
MCA_RS11915	13972	3305	12912	4079	8266	6974	7051	5278	9452	10610	9731	13710	8460	19399	6811
MCA_RS11920	15824	5844	17218	6834	10713	14525	10523	7802	15297	11356	11686	15555	9372	20914	12172
MCA_RS11925	14030	6007	16700	5014	10194	10796	9389	7130	11277	11355	11572	11636	8416	22470	10879
MCA_RS11930	11368	4044	12103	2580	3462	5193	7060	7359	9214	7944	10754	10806	5406	13986	8002
MCA_RS11935	15493	5572	15832	3213	8538	8450	9642	7113	12765	10232	13397	15994	10560	22024	12051
MCA_RS11940	29022	11256	30406	8400	16845	19032	18688	14442	22070	18280	18996	23424	17792	36187	20780
MCA_RS11945	2412	557	2423	149	913	597	1101	1479	888	1405	1173	1968	859	1989	449
MCA_RS11950	17763	5975	17305	4285	12680	10933	8614	7045	13454	10547	9601	12859	9720	23705	10069
MCA_RS11955	11852	4881	10641	3227	5119	7279	5212	4723	8908	7129	6327	5347	6279	17129	7970
MCA_RS11960	18781	6516	18141	3298	7226	11340	8696	6476	13998	11635	14822	14875	8795	22187	13718
MCA_RS11965	4803	1585	5514	1414	2161	2106	2217	2192	4173	3782	3661	3994	2692	6273	3579
MCA_RS11970	21993	7776	21730	6344	9220	14616	11449	10120	17097	14769	16981	19058	9651	26244	14070
MCA_RS11975	5283	2477	5378	177	811	598	4151	4768	4274	4748	7699	3873	3069	6865	4757
MCA_RS11980	4474	882	5614	1359	2414	2575	4038	3372	4156	5001	5753	6563	2763	8730	4318
MCA_RS11985	2833	1637	3685	1157	1776	1923	2268	1190	3508	2678	3982	1668	1902	4370	1745
MCA_RS11990	21629	8376	18536	2299	3235	5618	16368	13006	15870	13851	25039	11494	7837	20526	13013
MCA_RS11995	20828	7396	16139	2510	2554	4251	13770	13483	14478	14045	20134	10662	7511	23339	12970
MCA_RS12000	4261	2134	3849	660	666	712	3408	2833	2723	3705	5436	3241	1365	5559	4190
MCA_RS12005	34262	14023	30343	3184	4409	7834	23286	22462	26845	22586	43226	22664	12304	36028	26882
MCA_RS12010	27511	9377	25405	4371	9273	12170	14327	12452	15441	15481	19717	20207	10420	25471	15798
MCA_RS12015	7096	3588	6077	583	851	2932	4361	4287	4580	6214	6402	4229	3473	9247	4524
MCA_RS12020	1277	620	1390	158	495	151	1253	1035	1471	1209	2755	819	565	1799	840
MCA_RS12025	3628	1354	2801	203	395	1177	2742	2499	2820	2436	4329	3552	1719	4851	1492
MCA_RS12030	2390	1234	2379	431	433	1206	1433	1265	1097	2614	2846	1487	1113	3761	1592
MCA_RS12035	2144	503	2106	645	948	745	323	532	1847	1232	2406	1735	806	3778	1269
MCA_RS12040	4239	1475	4028	1161	874	2307	2232	2051	2227	2543	2804	3151	2259	4186	2349
MCA_RS12045	138	69	68	0	50	0	57	0	75	9	135	103	31	130	193
MCA_RS12050	3960	1545	4292	704	1770	1644	2240	1987	3512	2734	3937	3306	2356	5683	3406
MCA_RS12055	12907	7599	13674	1748	4443	3681	7065	5632	15301	16210	9190	10589	9119	27793	15565
MCA_RS12060	9100	5575	8642	1541	2959	4788	10868	8244	8720	10522	14146	5112	5256	17944	10322
MCA_RS12065	4534	1919	4105	433	1331	825	4067	3569	2338	3321	4902	2842	2473	6563	3524
MCA_RS12070	1691	1067	2230	311	340	537	1360	1280	1810	2517	3311	1338	923	3133	1359
MCA_RS12075	2302	473	1586	314	470	545	1588	693	1534	1634	3383	1376	1087	2832	2172
MCA_RS15780	885	210	1067	104	94	0	564	508	824	599	771	304	457	828	275
MCA_RS12085	13142	4150	9872	2764	4457	5883	8229	5906	9709	9610	14973	11370	7336	19810	6787
MCA_RS12090	4130	1776	4831	793	2246	2465	2176	1844	4157	3631	4648	4139	2167	7781	3303
MCA_RS12095	6305	3502	5502	853	1054	2817	4068	3352	5426	5225	7132	2996	3152	7878	3546
MCA_RS12100	18503	8402	15018	2092	2283	5980	16767	15431	12746	14314	27437	10479	7653	22807	11978
MCA_RS12105	6348	3579	7211	1355	2416	2469	5234	5734	5682	5510	7557	6001	3549	11552	5423
MCA_RS12110	12177	4519	9710	1471	2298	3015	10422	9247	8546	7853	17917	5999	3942	13865	7332
MCA_RS12115	10565	3538	6259	754	684	1869	10902	8104	6959	5686	16715	5467	4776	11303	6547
MCA_RS12120	983	576	971	233	372	450	664	518	1270	434	690	632	629	1730	758
MCA_RS12125	19443	5256	21998	3085	6033	9582	30153	22617	21700	24522	39682	25157	18504	58529	25673
MCA_RS12130	7535	3817	7490	628	1086	1683	7796	7427	9146	8258	15246	8968	5864	16325	9595
MCA_RS12135	12109	5733	10726	2069	4573	4471	9687	7857	9961	13026	16077	16365	9109	23591	13797
MCA_RS12140	1455	514	688	239	616	649	794	826	1037	1403	2674	902	740	1884	807
MCA_RS12145	9108	2795	5640	1451	3414	4997	5044	5438	4850	4867	8885	4842	2978	8596	3786
MCA_RS12150	28651	11843	23119	6111	21514	22202	20096	15109	19166	18434	27544	11519	9944	35946	15250
MCA_RS12155	4654	1970	3102	976	1504	2035	1931	1128	2105	4024	4073	1228	1244	4597	1149
MCA_RS12160	37932	14386	41551	11407	20448	19185	26312	20877	34402	38179	35300	38525	24656	54990	29540
MCA_RS12165	40085	18168	46912	10599	16778	23686	33052	23998	35015	31470	39190	31085	20458	58459	25438
MCA_RS12170	4223	1782	3732	347	398	1015	3464	1556	2631	2874	4678	2107	1320	5171	1827
MCA_RS12175	3443	1283	1693	365	273	928	1216	1986	2158	1285	2042	869	567	2218	1393
MCA_RS12180	19121	7044	20825	4477	9647	10172	14156	10782	14655	14984	17168	13317	9132	24681	14108
MCA_RS12185	6271	2227	7768	1809	3909	3279	3598	2962	6233	5238	5076	3541	2673	9765	5285
MCA_RS12190	28475	9512	31649	8701	21186	21031	19356	13134	22395	23376	22285	23773	16535	40298	18046
MCA_RS12195	9144	3570	8497	2220	5877	6219	5629	4588	8185	6738	6726	7378	4689	12821	6322
MCA_RS12200	28083	8932	25228	5504	12626	12938	17032	12610	18411	20556	21538	18400	12525	31425	13745
MCA_RS12205	10499	3084	12409	4575	6787	7304	8351	4263	9667	11799	11590	10598	8074	17330	10356
MCA_RS12210	11125	4178	14150	1839	2758	4919	8596	8081	8701	11258	12236	9215	6872	16193	8501
MCA_RS12215	6596	2125	5901	1469	3466	3233	3091	2078	3692	3478	4867	4329	3172	6386	2760
MCA_RS12220	13470	5196	13341	4182	9303	7945	7441	3640	9645	9590	10292	8793	6316	17476	7778
MCA_RS12225	11510	3817	10242	3536	9425	6719	5140	2921	9833	8845	9798	6794	4141	14374	5461
MCA_RS12230	18444	6394	20867	4245	11184	9876	10575	8588	15137	15070	16622	11477	11054	25100	15030
MCA_RS12235	11951	3937	13254	2796	6834	5505	8581	6791	9489	10138	13396	10804	6759	17561	8476
MCA_RS12240	20768	8460	21831	6743	10504	8998	15943	14007	17745	19474	19858	13581	9743	31970	15444
MCA_RS12245	9580	3371	9333	1764	3454	3371	6801	3914	8428	7051	9619	6138	4362	13717	5527
MCA_RS12250	22435	7616	22431	4962	8505	10093	12237	7827	18475	16287	15482	15705	10444	24888	12076
MCA_RS12255	15171	4632	16224	1640	2110	3184	11111	8599	13192	11732	13338	10748	8198	23117	13400
MCA_RS12260	5639	1946	3814	659	935	1623	2804	2877	3375	3620	6762	4883	3329	7916	5323
MCA_RS12265	9680	4642	8866	2230	2357	3356	5941	4681	5351	5751	8568	7917	4543	12313	7776
MCA_RS12270	3270	1133	2634	582	1821	956	1500	1000	2222	3112	2448	5669	1832	4531	1951
MCA_RS12275	4170	1498	2630	1185	3590	1209	1551	960	2679	3003	3190	8293	2993	6861	3475
MCA_RS12285	8784	3462	7716	887	1796	1789	3931	4572	5319	5412	8263	5719	3361	8207	5237
MCA_RS12290	16974	10025	20396	6544	10296	9458	11386	7147	10905	13241	10464	11745	6060	16506	10511
MCA_RS12295	11207	6693	14214	3736	8161	7643	10414	5413	11446	11356	10544	9367	5313	13305	7797
MCA_RS12300	1235	683	1839	374	1294	437	684	835	1419	1382	1718	1054	667	1651	601
MCA_RS12305	472	168	463	75	78	165	75	452	438	212	410	775	245	510	198
MCA_RS12310	20570	8743	21354	4782	10286	13060	12531	9209	17793	15034	15345	15506	10396	23907	15514
MCA_RS12315	4976	1339	3758	899	1455	1401	2028	1421	3244	3339	4062	3718	2344	6126	2377
MCA_RS12320	11586	4945	13118	1860	2724	5127	11390	9246	10724	9940	18301	6194	5763	14534	6744
MCA_RS12325	9287	3934	8448	1369	2059	2045	5319	4490	6007	6822	7685	5062	3184	10775	5059
MCA_RS12330	8736	3546	9906	1435	2492	5108	6151	3588	8151	8213	9620	5992	3858	11113	6688
MCA_RS12335	4434	1515	2856	904	1320	2602	2481	1506	4290	4377	3420	2148	1504	5380	3508
MCA_RS12340	6624	2500	6131	1072	3481	3801	5265	4158	5466	6067	5704	5278	3297	9144	5188
MCA_RS12345	2275	630	2029	240	899	1337	1143	1150	2173	1490	1495	1507	1041	2933	328
MCA_RS12350	6391	2709	6593	461	3716	5427	4308	2966	4759	5439	6193	4686	3526	10115	4096
MCA_RS12355	2799	2263	3048	180	243	831	2829	2602	3324	2654	3468	1581	1647	3816	2297
MCA_RS12360	4460	1231	4243	586	892	1306	3351	1468	2720	2538	4232	3013	2029	6240	3179
MCA_RS12365	7065	1774	6165	1078	2889	2482	5705	3872	5645	5976	5926	4879	3358	8651	4496
MCA_RS12370	3872	1179	4120	504	817	1459	2082	1472	2818	3772	3516	2664	1520	5427	1807
MCA_RS16315	2893	1007	2682	319	1080	734	851	1618	2356	1120	3363	1873	1804	3474	1784
MCA_RS12380	10834	3719	10314	2525	4816	7332	7307	6679	9132	9319	11926	9408	5094	15264	5758
MCA_RS12385	27681	11467	25106	4940	9092	12155	18362	16844	21370	20834	29858	16023	13462	32578	17115
MCA_RS16320	2267	836	2328	317	600	525	1311	1084	1912	1294	2082	825	1055	2329	2333
MCA_RS12395	1806	547	1496	333	367	532	1667	581	1660	1207	2348	1562	996	2371	944
MCA_RS12400	4560	1667	5042	1709	2001	3713	3638	2881	4688	3856	5446	3579	2452	8622	3749
MCA_RS12405	8745	3078	8368	2014	4673	5691	7120	4521	6131	7586	9283	7741	6007	14988	5795
MCA_RS12410	1663	304	1397	467	614	928	771	649	926	995	1191	417	1010	1978	802
MCA_RS12415	13135	3547	9775	2650	6774	8328	10007	8563	10719	11177	16222	10458	5783	19960	9749
MCA_RS12420	4324	1456	3812	869	2240	1654	3985	2129	3074	2754	3653	2980	1986	7242	3913
MCA_RS12425	43887	18273	38689	9390	14979	18415	29890	27043	33659	33286	41887	25904	22428	55969	33849
MCA_RS16095	8223	1887	4210	876	2577	1118	3481	2633	3948	3788	6596	4334	3520	9156	4195
MCA_RS12435	1556	715	1922	100	353	523	1647	1230	1293	1449	3410	1217	921	2536	1867
MCA_RS12440	3707	2131	2989	354	99	397	2507	2524	2305	1657	4675	821	1107	3617	2176
MCA_RS12445	5836	1829	5336	637	778	912	5779	5249	4645	4361	8150	1710	1683	6763	2471
MCA_RS12450	11569	5180	11511	2907	4405	4110	11667	9532	12538	11587	15683	7203	4989	17324	7388
MCA_RS12455	4595	1648	4414	981	1834	2295	3255	948	3225	3544	4403	2641	2162	6609	2692
MCA_RS12460	18083	7973	19894	5617	14509	14742	11036	9665	14636	15882	14022	18069	12302	31971	15496
MCA_RS12465	12789	6323	14224	3278	12778	10783	6726	4083	13216	11798	10239	15052	9676	21756	11017
MCA_RS12470	12670	4752	14082	4446	7981	12314	6286	3019	11748	9304	7836	11016	7189	16227	9191
MCA_RS12475	8507	3234	9608	2535	5211	6276	4863	3702	7714	7217	6862	7425	5327	12235	8005
MCA_RS12480	1613	875	1753	172	232	210	1863	907	1388	1477	1658	904	1420	3532	2063
MCA_RS12485	6575	2129	3910	268	425	803	3273	3088	3629	3488	8170	4659	2011	5212	3724
MCA_RS12490	7660	3386	4534	262	83	680	4220	5225	4322	2666	10349	3378	2212	5045	3562
MCA_RS12495	4661	1414	4028	474	788	1192	2718	2669	2812	2955	7495	2603	2424	4816	2347
MCA_RS12500	2827	768	2235	471	988	953	1671	1359	1983	1902	1636	1161	1079	2820	1542
MCA_RS12505	9985	3546	9443	2376	4375	5423	6813	5463	8017	9011	8504	6473	4110	13178	8193
MCA_RS12510	5779	3676	5817	1601	2398	3166	3447	3354	4776	5096	6470	5387	3642	8626	4276
MCA_RS12515	5184	2404	3664	924	1560	1221	2738	2711	5313	2807	5035	2854	1868	5964	4694
MCA_RS12520	9759	4165	8665	1979	3660	3717	6303	5916	6755	7394	8274	7788	3956	12036	5693
MCA_RS12525	5241	1374	3004	929	1717	2190	2586	2798	2005	3155	6180	2310	1705	6508	3449
MCA_RS12530	56407	21823	64873	14329	27263	35845	38779	29157	45399	48194	52080	51370	31898	80820	40880
MCA_RS12535	44387	21350	45721	10191	20018	28058	28767	22689	39483	31086	30197	30077	20880	45223	33827
MCA_RS12540	14054	6102	13457	2262	7298	6413	7708	6119	13157	9728	12551	11620	7132	20713	10667
MCA_RS15415	18059	10164	15429	1102	973	3272	16635	18107	15954	16495	26607	9927	7713	24305	17445
MCA_RS15425	16467	10139	15635	2531	1937	5052	9799	13041	12836	14510	18862	11531	8111	20516	23621
MCA_RS16325	10449	4927	6203	224	421	523	5491	7787	6626	6400	10175	6930	4113	7301	7903
MCA_RS15795	412	360	576	45	65	0	405	260	308	243	1332	247	250	706	194
MCA_RS12560	2639	730	1877	246	393	690	1556	1731	1768	1589	2874	2007	1531	2993	2321
MCA_RS12565	610	384	436	196	294	432	598	484	461	577	877	126	264	885	417
MCA_RS12570	3812	867	2556	1020	1232	1804	1657	1306	3168	2023	3207	2487	1552	5112	1954
MCA_RS12575	5142	1673	4341	1089	1440	2273	2216	2116	4409	3871	4787	3703	2951	6878	4133
MCA_RS12585	1032	557	315	321	177	317	305	133	589	453	1174	424	536	1389	955
MCA_RS12590	5276	2292	5437	859	2362	4220	5481	4073	7179	6138	7505	5755	3081	9229	7479
MCA_RS12595	8332	2773	6239	2404	4628	5898	4888	4452	6905	5391	6030	6092	4459	10284	5922
MCA_RS12600	1342	204	1579	109	649	696	1022	349	2031	1105	1365	1716	644	1613	855
MCA_RS12605	17966	5928	17725	4077	12098	13322	10412	8147	12483	12779	14604	16142	10045	24611	11925
MCA_RS12610	3045	1004	2212	662	727	1160	2190	1236	2671	1290	3125	2639	1351	2723	1469
MCA_RS12615	8790	2993	7467	1788	3547	5522	5636	4537	7070	6537	6243	8243	2045	7325	4539
MCA_RS12620	36852	12012	42858	18556	34946	34571	24125	15382	34238	32029	22791	37638	9318	31804	19897
MCA_RS12625	12896	3612	13449	3374	5470	6261	9259	6023	12470	11343	11273	9751	2746	12501	7795
MCA_RS12630	4299	1655	4393	427	893	1299	3041	2712	4355	3513	4293	3406	1028	3002	2552
MCA_RS12635	6113	2324	6570	1855	5456	5132	3665	3108	5774	4649	4263	5028	1657	6984	3339
MCA_RS12640	8036	2230	7952	1698	4255	4006	3763	3806	5603	5171	5365	5491	1320	4615	2246
MCA_RS16330	119	95	242	55	71	103	141	104	489	101	72	81	179	318	0
MCA_RS12650	10218	3202	8130	771	2158	3164	9173	8888	6468	8067	13137	3882	4068	10815	3963
MCA_RS12655	18796	8508	19740	4694	7828	5670	20170	15939	14336	17857	23813	10613	7334	24993	11730
MCA_RS12660	23985	11447	28595	6928	16192	18758	19704	18908	23362	23725	28820	19348	14065	34273	18234
MCA_RS12665	5751	2724	5534	1820	2221	3582	4343	2817	5857	6564	5914	5472	2673	8796	5124
MCA_RS12670	8383	3957	10155	1773	3755	4821	5295	4227	8232	9596	7803	8056	3971	11798	5443
MCA_RS12675	9312	2785	9043	2398	3605	5027	6039	3216	9016	8593	7208	8295	5447	13923	5757
MCA_RS12680	10654	2886	11225	1931	3061	4552	5777	3380	9381	6948	11785	8780	3435	15424	7645
MCA_RS12685	216490	5467	172508	33573	8621	60210	111095	49060	170803	61737	177645	197186	32359	317239	156153
MCA_RS12690	24615	605	19620	3441	741	4772	15342	8780	21153	8903	30618	27197	6527	50443	19737
MCA_RS12695	1606	300	1294	384	1306	745	248	546	1166	1039	1221	1904	1124	2217	942
MCA_RS12700	2152	741	2571	846	1107	1757	1393	872	1386	1809	1991	2243	948	4099	2470
MCA_RS12705	7831	2021	6487	2109	4950	3808	4146	3307	6178	4291	7965	7263	3480	10361	5600
MCA_RS16335	515	153	495	0	209	364	325	104	0	225	443	186	420	630	87
MCA_RS12710	4765	1664	5180	672	1526	1926	3423	2195	4338	4705	3069	4590	2569	8846	4227
MCA_RS12715	22594	8376	20965	5869	15518	15984	18383	12550	19387	22117	20796	22782	13264	32693	17356
MCA_RS12720	31775	12413	31517	5485	9057	11534	25389	21172	24723	22663	34184	20994	14927	36156	23377
MCA_RS12725	1990	1062	2651	369	519	1694	1303	667	1768	2224	1359	1905	1576	4396	2917
MCA_RS12730	9923	4657	7218	1841	4311	7189	6985	3516	7615	7620	10237	8285	6206	13669	5221
MCA_RS12735	8229	3016	10076	1536	3565	4086	5295	4780	7064	6860	9588	6385	4351	13520	5282
MCA_RS12740	22020	9986	20282	4504	5514	9217	15677	14155	21792	16813	20328	22500	13333	34391	18029
MCA_RS12745	21273	9799	19532	4879	9601	11582	16197	11990	18540	15656	20044	15875	10632	29006	14612
MCA_RS12750	3348	880	3431	683	1416	1904	3150	1795	1208	2767	5089	2253	1619	4066	2180
MCA_RS12755	14610	6824	14921	3243	6458	6826	7721	6055	11344	9238	13061	11230	8283	19174	10454
MCA_RS12760	14046	5292	17076	2664	8602	7263	7312	6385	13730	11404	10662	14632	9483	23828	9748
MCA_RS12765	9276	3534	10594	1960	5028	5604	5401	4736	9389	7604	7422	7395	4917	12976	7120
MCA_RS12770	9952	3615	10716	3452	6268	8568	6636	3905	10523	9477	9099	10218	5349	15377	8694
MCA_RS12775	3127	747	2587	319	2367	1763	2616	1801	2120	2536	2169	2029	1364	3476	924
MCA_RS12780	3150	1078	1689	380	641	820	2161	1707	966	2303	3335	851	1054	3190	1845
MCA_RS12785	2954	514	3753	1135	1213	2133	2912	4220	3020	2912	4205	2819	2301	4676	2950
MCA_RS12790	2341	696	2330	388	519	1015	1238	1084	2049	2049	2430	1657	787	2939	2230
MCA_RS12795	2555	1285	2741	464	1412	1277	1681	1357	2997	2685	2662	2779	2103	4589	2142
MCA_RS12800	5979	1484	4602	1009	2540	3411	3848	2756	3773	4456	5103	4957	2701	7414	3644
MCA_RS12805	15191	4405	12116	1728	6224	6272	8566	3925	8449	9656	10217	11304	6746	17124	8224
MCA_RS12810	7338	2884	5134	1417	2190	2680	3785	4057	4312	3835	4809	4078	2324	7305	4784
MCA_RS12815	93566	42726	102922	15808	22361	34438	74604	59879	106885	89340	116369	74446	55165	161300	91143
MCA_RS12820	19549	7029	16207	4158	6065	8319	15268	12861	16626	15473	24421	10994	6775	22675	10711
MCA_RS12825	2880	1509	3864	785	1469	1207	2307	2809	2255	2451	3406	2056	1178	3949	1911
MCA_RS12830	5584	2081	5690	1611	1539	3296	4379	4432	3733	5538	7292	4216	4161	10016	4912
MCA_RS12835	1018	393	1250	326	444	318	1336	575	917	641	1510	725	646	1963	1121
MCA_RS12840	8287	4046	7065	1202	1383	3901	6252	6563	6220	6474	9909	5155	3668	10651	7126
MCA_RS12845	11478	4783	12034	2204	4144	4896	8769	6644	12986	8337	12661	9651	5789	12759	9383
MCA_RS12850	11564	3948	8811	2022	4546	5780	7984	5704	8446	8735	10207	6670	4322	12144	5777
MCA_RS12855	5301	2111	5103	735	1431	1063	4564	2602	4910	4812	6398	3050	2909	7640	4189
MCA_RS12860	7735	3745	9336	1532	1922	2493	6636	4751	7638	8566	9911	7797	4466	12335	7904
MCA_RS12865	6291	3215	7769	2311	4731	4944	6514	2966	7739	5627	8013	4190	3303	9905	2678
MCA_RS12870	17715	7391	19798	5798	8442	9229	17232	11337	19909	17239	23413	12143	9126	27550	11876
MCA_RS12875	6053	2404	5556	1176	1815	1406	3551	4259	4600	3761	6923	5093	2527	8553	3077
