	SP1	SP2	SP3	SP4	SP5	SP6	SP7	SP8	SP9	SP10	SP11	SP12	SP13	SP14	SP15
MCA_RS00005	7.580018182	7.459370927	7.519201533	8.230654207	7.803602591	7.511562576	7.642000718	7.512782976	7.626437249	7.620312089	7.310731398	7.270454449	7.804564131	7.697066416	7.54889272
MCA_RS00010	6.112898927	6.868030871	6.943111422	6.978268365	6.832308412	5.758938675	6.296728007	6.438268741	6.78799501	6.871628313	6.097334901	7.469898065	6.56732403	6.789151574	6.974955335
MCA_RS00015	8.14360775	8.241614515	7.690652527	7.457664288	8.114171405	7.726134941	7.619391669	8.302924262	7.955469061	8.019854156	8.189950032	7.783357434	8.023994123	7.582706628	8.231354338
MCA_RS00020	7.908583901	7.854628622	7.789724792	7.574156552	7.675285816	7.949798837	7.392479635	7.755931202	7.811934551	7.898120227	7.909981779	7.824626137	7.59032465	7.569040446	7.924015922
MCA_RS00025	9.919404025	9.592813589	9.573409973	9.236869868	8.232234991	8.951585829	10.16842011	10.61048518	9.41124374	9.63050139	10.11808864	9.228513399	8.864333278	9.333552596	9.182500764
MCA_RS00030	9.551295908	9.729445458	9.48201108	8.410941959	7.839625967	8.168261861	9.860700726	10.35199815	9.094601516	9.650415462	10.03576316	8.868017229	9.142876602	9.276788933	9.275525373
MCA_RS00035	7.489776816	7.99561636	7.382851319	7.408299434	6.510200844	6.761707701	8.343299613	8.582424914	7.735135248	7.815582044	8.134786883	6.725479678	7.691873296	7.62083928	7.671680184
MCA_RS00040	9.736589495	9.770623358	9.793457165	9.598012197	9.097181828	9.179758589	10.3298106	10.15630135	9.944291537	10.02166548	9.811563773	9.93700525	9.633598479	9.66830149	9.74266448
MCA_RS00045	9.74818022	9.921962884	9.786729677	9.911076705	9.242743419	9.114126099	10.22037128	10.30717953	9.787521396	10.03672326	9.977172911	9.703750165	9.661249502	9.766924194	10.03053657
MCA_RS00050	11.37750647	11.49063023	11.60723737	11.77369079	11.45053256	11.44602841	11.81420166	11.61156366	11.50655698	11.79786523	11.45133381	11.37563421	11.43210397	11.48790357	11.4176967
MCA_RS00055	11.42094619	11.6709086	11.61379534	11.40120965	10.73858971	11.07725406	11.84994661	12.0220298	11.69259322	11.72396931	11.60874661	11.32405328	11.34943859	11.42683533	11.60251118
MCA_RS00060	11.53149602	11.48301549	11.69763413	11.99832253	12.07629332	11.98276211	11.56113279	11.41348058	11.52797276	11.66875931	11.24751372	11.26647718	11.39723332	11.3310723	11.13728679
MCA_RS00065	9.35032229	9.241598257	9.704932474	10.35532118	10.34392506	10.12765756	9.508505554	9.077457666	9.60089817	9.423763661	9.211448578	9.064256752	9.422684255	9.520612995	9.368594771
MCA_RS00070	9.148687026	9.361423907	8.958565301	9.502114534	9.102434797	9.305068844	8.943305307	9.567233235	9.027941832	9.117906221	8.878742854	8.789574781	8.770787369	8.89546026	8.59735006
MCA_RS00075	9.642456569	9.620160581	9.895340867	10.7240946	10.81162968	10.39960843	9.499071143	9.478800611	9.76441527	9.825364578	9.435318547	9.779404948	9.961626106	9.713328931	9.465390964
MCA_RS00080	9.271131565	9.325641567	9.271800366	8.842507581	8.794638647	8.898028302	9.414082132	9.477518827	9.04858631	9.034707745	9.381285641	8.85879885	8.956651432	8.993240475	9.142376107
MCA_RS00085	7.752778842	7.776654185	7.872477994	7.87166846	8.696479955	8.361001122	7.929826674	7.454749976	8.201634754	8.233789667	7.805228498	7.609704518	7.426882312	7.853731794	7.588379978
MCA_RS00090	5.877790333	5.170757836	5.103370813	5.984017328	5.832462711	5.951891472	5.459650871	5.196137383	5.292397637	5.339872699	5.531426029	6.043457303	5.644935603	5.672854029	5.871776452
MCA_RS00095	4.874892888	5.662465907	5.889128755	6.003144059	5.476196005	6.002219974	5.831941168	6.495574256	5.558547519	4.691317031	5.687359056	6.319132733	5.482603289	5.784575792	6.025680354
MCA_RS00100	6.937965355	7.20581237	6.889577562	7.332193897	6.681678492	7.253949859	6.860961722	6.423821516	7.276349535	6.99718944	6.932440785	7.567574674	7.330777358	6.6005176	6.628255388
MCA_RS00105	7.077843984	6.616158738	6.292318217	7.04746237	7.370537275	6.814548465	7.482565979	7.265714752	7.266962095	7.206372853	6.433129298	6.539702504	6.805441315	7.002446622	6.805757861
MCA_RS00110	7.32301099	6.685450824	7.49015339	7.789592718	8.004278166	7.720607975	7.556515962	7.331689299	7.114321555	7.538615709	7.225046631	7.336222728	7.723320029	7.468400374	7.260851948
MCA_RS00115	6.7318671	5.134620203	6.297736289	5.97112383	6.958335105	6.91198736	5.741513322	6.91603386	6.640879032	6.39447572	5.767937728	6.331691167	5.796546598	6.09137975	4.47397685
MCA_RS00120	6.62619392	6.864357767	7.059951034	6.772579591	7.612683536	7.246826512	7.058772084	6.135477622	6.252712431	7.30916346	6.679367254	6.637710214	6.249040266	6.743978185	6.35376235
MCA_RS00125	8.174039271	7.869363792	7.953317949	8.219794454	7.638849412	7.857845311	8.52126491	8.379285899	8.190377418	8.280353552	8.332520276	7.498026245	8.009314675	7.993760624	7.910825932
MCA_RS00130	5.619471659	5.545770557	5.350695821	5.904869079	4.340950867	6.131606893	5.261974005	6.274011662	5.209660549	6.171472405	5.835798818	6.315809631	5.323591799	5.590390081	5.504994102
MCA_RS00135	4.702843072	4.815047347	4.669126589	2.915108238	4.733528739	4.436398791	4.387820866	4.1970608	5.266642325	5.009454227	4.917940209	4.833820166	4.771359034	4.979348313	4.182001544
MCA_RS00140	-3.624563463	-3.624563463	-3.624563463	-3.624563463	3.6175773	-3.624563463	2.02655728	-3.624563463	1.441507924	1.35034355	1.187902036	2.190122621	2.463593251	1.909722199	3.317491208
MCA_RS00145	2.470102595	-0.15539161	1.512509412	-3.624563463	-3.624563463	-3.624563463	1.651939802	2.396570614	1.922516049	2.882935358	2.94101283	1.977774759	3.43108916	3.122177352	2.881902005
MCA_RS00150	3.88860111	5.285069695	4.26228709	2.403331487	4.435844004	2.713256697	3.674765449	3.803620778	4.542902421	3.609194756	4.480721992	5.412445192	5.337369781	3.97929916	4.200376529
MCA_RS00155	5.139824939	5.380736846	4.526891227	4.178072719	4.777676393	5.427892589	4.35691543	4.07909222	4.799722679	5.066088504	5.090668795	5.302578981	4.901600342	5.20657028	5.194138699
MCA_RS00160	4.500228565	4.815047347	3.912800608	4.296502344	4.15820406	3.844487431	4.680200325	3.447679854	3.875526344	4.249421513	4.149723117	4.116797834	3.959960655	4.614750008	5.020597207
MCA_RS00165	4.976119236	4.40392672	3.481428589	2.51414698	2.372628632	-3.624563463	4.729290736	3.773551951	4.915291277	4.564513786	4.681071828	3.414460217	4.100479023	4.936448871	5.246655737
MCA_RS00170	4.251570497	2.804641736	4.196518222	3.228524189	-3.624563463	3.671947954	4.590055241	5.382988036	4.340519	4.788766237	4.456863974	5.444446039	5.006341751	4.618373513	4.322838036
MCA_RS15840	3.644745378	4.249161272	3.143941835	2.240949808	3.516986857	1.962673882	2.271602705	3.447679854	2.06081285	3.169555992	1.28142578	3.147649406	1.382026888	3.740832724	4.564237084
MCA_RS00180	6.096804911	5.708263525	5.704026903	6.29978647	4.316219217	6.230475883	6.118415121	5.573039907	6.272258455	6.05477783	5.787996021	5.692141602	6.182990623	6.364881592	6.202450032
MCA_RS00185	8.295351853	7.983392172	8.620961966	8.675211524	8.582622415	8.514667833	8.705044845	9.078380361	8.368321597	8.52796967	8.528853924	8.02105971	8.165600109	8.547745339	8.282557426
MCA_RS00190	6.867339306	5.458320883	7.512460226	7.255841358	7.148262655	7.347079692	7.286994652	7.113195967	7.019582825	7.33540285	7.227692615	7.060550769	6.825830849	7.109313169	6.501237491
MCA_RS00195	7.934640539	8.073241234	8.252939937	8.232005947	8.362957039	8.383909908	8.322654813	8.590208783	7.947588596	8.058849923	8.183907104	7.289553303	7.59032465	7.957028915	7.867166001
MCA_RS00200	7.752208107	7.963357923	7.854759742	7.919433566	8.080789122	8.506661611	7.737475099	7.788622575	7.654016663	7.497141935	7.817575789	7.608890158	7.626845626	7.946136939	7.746008733
MCA_RS00205	7.505666061	7.388893086	7.378767072	7.200298083	7.19919849	7.652992712	7.1651787	7.46513453	7.096157476	7.556233332	7.157577265	7.588104865	7.586209101	7.483048928	6.993513479
MCA_RS00210	8.163203521	8.681209539	7.712114757	6.798356632	7.462438376	7.867166001	8.757162578	8.654729018	8.20384179	8.265919952	8.474193668	7.293275336	7.824965979	8.26045308	8.40742804
MCA_RS00215	7.966973139	7.615562431	7.520128901	7.273015309	7.307939697	8.198397417	7.854939199	7.926522148	7.465669931	7.794427431	7.995616711	7.265984391	7.332252518	7.861269504	8.158431966
MCA_RS00220	8.956288207	8.745270751	8.657453398	8.569579041	8.48225652	8.543351477	8.456594603	8.60373031	8.513355183	8.388682239	8.590911595	8.6016484	8.827325727	8.886472623	8.886670445
MCA_RS00225	8.19014181	7.921109609	8.165997798	7.834777322	8.324410904	7.985789753	8.133884044	8.118466467	8.479001496	8.371289973	8.257395466	8.636828929	8.431138811	8.380272248	8.591125667
MCA_RS00230	6.981468472	6.589708608	7.333060265	6.955537444	6.300505019	7.221334599	7.585132936	7.557143898	7.138308321	7.251026534	7.436015997	7.113950944	7.262783832	7.545125951	7.023492945
MCA_RS00235	6.960539819	6.521380584	6.541009823	5.974358024	5.915488991	5.891334642	7.291904807	7.604885018	6.653355551	6.725072249	6.936040633	6.361005888	6.551368352	6.503268989	6.971838968
MCA_RS00240	4.375332208	4.017435803	2.778962393	-3.624563463	2.188666991	-3.624563463	4.1086915	3.286684117	3.895830195	0.997866995	4.298086245	2.333730516	4.168122627	3.906084196	2.040513063
MCA_RS00245	8.007233168	8.583501246	8.448654271	9.099587698	9.227736986	8.740172238	7.944452695	8.011100503	8.531582369	8.600837906	7.847320516	8.621164344	8.871453128	8.543383973	8.867035309
MCA_RS00250	10.48076281	10.79626675	10.52728878	10.61939985	10.54063474	10.85569418	10.52189711	10.6732087	10.62759584	10.4350503	10.18015644	10.30700383	10.36346844	10.04436325	10.64465515
MCA_RS00255	8.845160102	9.106836824	9.05474062	9.398483056	9.758472184	9.297796448	8.933257851	8.509729209	8.87760226	8.654325953	8.846492809	8.41486271	9.197856276	8.904454087	8.9253869
MCA_RS00260	8.56884193	8.542716367	8.46463897	8.303823656	8.637807615	8.305912973	8.29825757	8.317064831	8.209091138	8.451072395	8.312164757	8.567825188	8.248928147	8.292369987	8.309963276
MCA_RS00265	7.699500003	8.59629046	7.719400345	7.100227209	6.642423787	6.212587337	8.405218855	8.217834519	8.175748706	7.786263296	7.948096262	8.000301761	7.350323213	7.519517053	8.333740398
MCA_RS00270	8.539042483	8.638837309	8.551905221	8.925889388	8.799107844	8.431808455	8.526134873	8.679061081	8.088765134	8.618122091	8.245404429	7.902675329	8.637131412	8.293031408	8.531748893
MCA_RS00275	8.468872899	8.19119184	8.568921721	8.977572428	9.357637797	9.011979152	8.432525632	8.538846336	8.653229396	8.613379366	8.450604106	8.416259812	8.575769587	8.565060141	8.586767108
MCA_RS00280	9.090575708	9.064845722	9.056659337	8.232681342	8.200152814	8.461933425	9.597870472	10.04970211	9.168348921	9.164782261	9.863622303	8.674289271	8.801642665	8.892283538	8.707438548
MCA_RS00285	8.005318478	8.259903024	7.878456584	8.008101282	8.030742094	7.559231037	7.731764813	7.943501589	8.147979662	7.890523785	8.287155561	8.247405137	7.963406638	7.795040624	7.862125461
MCA_RS00290	1.970841566	-3.624563463	3.39913433	3.228524189	4.422001862	3.549034182	2.042183306	3.815475	2.492719786	0.971000618	4.054902417	3.8672693	4.811398582	4.299743244	2.378423665
MCA_RS00295	3.608206987	2.693109706	3.209797673	2.403331487	2.56964034	3.934543733	4.459399675	4.136921968	3.682559179	3.701977303	4.486625355	2.39547856	4.342213657	4.293712832	4.592338277
MCA_RS00300	7.301847079	6.916723655	7.033565908	5.877491073	6.986039345	6.0770402	6.376707885	5.96900735	6.91445581	6.294407389	6.79488885	6.677091726	7.034144388	6.925316188	6.930242804
MCA_RS00305	6.757497996	6.390868001	6.152193145	6.968570363	6.139250498	7.000655909	7.091526119	6.137839971	7.029954127	6.331183821	6.803979444	6.758165977	6.350554654	6.521122555	6.721326236
MCA_RS00310	6.326299875	7.094989562	6.326117219	5.505091259	5.32820041	5.374592425	6.088626072	6.088621345	6.678477901	6.516199784	6.328550237	6.164413149	6.213194462	6.30243258	6.392234863
MCA_RS00315	10.21577399	10.2736181	10.11863444	10.71650974	10.52311409	10.43758286	10.27971168	10.2304643	10.06710647	10.33299798	9.717381561	10.13666144	10.10738473	10.05345382	10.28371252
MCA_RS00320	9.661426353	9.836431945	9.749058176	10.40754727	10.64306694	10.124223	9.609716928	9.013127386	9.775301278	9.875119201	9.119698335	9.760034902	9.904678677	9.762905537	9.510499329
MCA_RS00325	7.515564752	7.114447957	7.590024265	7.368291912	8.092852236	7.926668428	7.11895525	7.404621358	7.152440939	7.663951204	7.171997717	7.471093535	7.760684441	7.654905815	7.154135693
MCA_RS00330	5.838898483	5.656106601	5.523427386	6.203851329	6.398006944	4.816922824	5.751053198	5.336439408	5.869536921	5.624790116	5.25532197	5.985240076	5.501957351	5.750858141	6.024821398
MCA_RS00335	7.53714989	7.678098458	7.522907434	7.46687858	7.390813774	7.756546334	7.356215801	7.3332362	7.66021186	7.602644108	7.307677873	7.060153628	8.019728025	7.795574167	7.983360187
MCA_RS00340	2.901976124	2.676448659	1.694397876	4.243872551	-3.624563463	2.551896714	4.166868565	2.45836077	2.803337684	1.431414641	3.226180099	3.826752538	2.280102118	3.246020586	1.722288691
MCA_RS00345	6.681197621	6.255799721	6.434366939	6.588554184	6.675857946	6.629760183	5.583626048	6.442097025	6.670643371	6.172946649	6.695598325	6.925356703	6.934715619	6.713245407	7.020048823
MCA_RS00350	5.640184308	5.396082311	6.198693013	5.870564615	6.324265419	5.820762716	5.972115983	5.571293107	5.583796985	6.605158115	5.774386774	7.013737446	6.671224975	6.315512584	5.63788838
MCA_RS00355	4.956434206	4.41902877	5.232326787	5.123323459	5.442311236	4.481913212	2.481007124	5.202922212	6.008879534	5.14632743	4.639284808	6.32575606	6.481294677	5.882750964	6.073814316
MCA_RS00360	4.71695112	5.023733275	5.620015655	5.766204317	5.954475354	6.353930976	3.694676863	3.492672243	5.514363608	5.374881832	5.024579012	6.21808869	6.974305626	6.158040603	6.06715478
MCA_RS00365	6.939637327	7.89434346	6.700861221	8.314709189	8.401382116	8.14634443	6.429647678	6.20696944	6.981695553	7.852619855	6.381259117	8.598506673	8.929944453	8.150673074	8.223514692
MCA_RS00370	5.510298455	5.534258257	6.447100647	6.263232556	6.827941044	6.410930214	4.741306709	3.815475	6.174540031	4.721853534	4.000928987	6.850166851	7.367690894	6.823304824	6.943938985
MCA_RS00375	5.355577679	5.349547388	5.720257653	5.491611217	6.321782672	5.651834073	4.104976346	4.103470269	5.526351277	5.452196439	4.355129604	6.906923419	7.609106408	6.467554827	6.574092312
MCA_RS00380	6.945973209	7.077646349	7.284766948	6.893679738	6.37064353	7.10312463	6.743410028	7.445244166	7.198460638	7.353393021	6.934241832	8.212627836	8.601077149	7.971385451	8.287937216
MCA_RS00385	4.791431205	3.525622857	5.047863537	4.489695295	4.403336625	4.774876454	4.995207149	6.396460051	5.003695879	5.321379751	5.044725769	4.992090604	4.948523349	5.34057194	5.305838744
MCA_RS00390	7.004336403	7.29651182	7.307505145	7.500917334	7.006280632	6.992816583	7.250466961	6.772904388	6.939530073	7.228163543	6.983083551	6.751786066	7.299445374	7.157013765	6.967375306
MCA_RS00395	7.896410418	7.107473131	7.915580091	8.891659399	8.593726725	8.333332019	7.753285361	7.325485055	8.001087987	8.087469104	8.046125857	8.450300212	8.288980787	8.133366124	8.056630062
MCA_RS00400	7.16903802	7.33018826	7.27381197	7.421392471	7.193777816	7.513390275	7.25214753	6.76986138	6.577348639	7.520780284	7.423504397	6.802052422	7.310464191	7.329406156	7.075851465
MCA_RS00405	8.403135648	8.269308322	8.386828791	7.777609182	8.093580102	8.162449693	8.242916571	7.855097544	8.268043387	8.243469031	8.054264352	8.259390455	8.414754802	8.250563565	8.014198502
MCA_RS00410	9.313850967	9.199762945	9.346503655	9.047183025	9.601400975	9.2120509	9.397378109	9.245288912	9.432175098	9.399883639	9.272946105	9.06574124	9.239724705	9.342069513	9.269555251
MCA_RS00415	7.001137416	7.033353639	6.995730104	6.99747096	6.393285217	6.714822288	7.096211982	7.042458664	6.460095487	6.586472945	7.095193087	6.150303235	6.487486598	6.850519213	6.901518514
MCA_RS00420	9.692201163	9.575928495	10.02602689	10.21591819	10.46192841	10.54685779	9.736088529	9.777849609	9.807809845	9.86904975	9.558485905	10.10076347	10.09048598	9.781811092	9.952284699
MCA_RS00425	6.679997825	6.662368753	6.423999334	6.596971628	7.119247518	6.821203991	6.472807531	5.84581534	6.567889476	6.02977383	6.255519696	6.710373876	6.483951612	6.424739198	6.222816862
MCA_RS00430	7.172170383	6.379332448	7.2449335	7.328407545	6.722719054	6.618765925	7.281244937	6.224857911	6.219535475	7.072973969	6.854691694	7.344726111	7.267931766	7.016932447	6.210026867
MCA_RS00435	8.673325427	8.60979019	8.757475415	9.04102682	8.76227402	9.278580517	8.727417785	8.424009677	8.687481979	8.884665089	8.684194702	9.343778488	8.92978206	8.836662355	9.04702823
MCA_RS00440	5.387289781	4.807415876	5.189832377	4.833915099	5.944827087	4.696603365	4.985137025	4.645235527	4.290275428	5.020960338	4.538695977	5.967560869	5.521055208	5.465191675	5.801295924
MCA_RS00445	6.3410507	6.29725568	6.764462496	4.120849872	5.685716672	6.509458769	6.273747186	6.371583795	6.448114979	6.185417266	6.223473467	5.988583118	6.615774871	6.199754698	6.488209919
MCA_RS00450	4.730922541	4.458544701	3.748425754	3.139131271	2.697712333	-3.624563463	5.195402053	3.666359742	3.311436294	3.443185047	4.63397529	4.498450512	4.501042818	4.56679705	4.046374046
MCA_RS00455	4.294015053	4.388664909	4.523195558	2.152347537	5.264989258	5.010528834	5.028929149	4.407488931	4.744814697	4.206877824	4.708272225	4.7177553	4.684707408	4.960439202	4.596969051
MCA_RS00460	4.611816869	3.571399842	4.56333639	3.866140769	3.399465775	5.020844859	5.725875207	5.588666656	5.130481487	5.014396659	5.461210733	4.65181152	4.718190808	5.077383625	4.883281673
MCA_RS00465	9.396768398	9.35538519	9.541167111	10.08009719	10.05751939	10.09781918	9.564443909	9.31948525	9.449305394	9.598563303	9.058179616	9.284664549	9.482918398	9.550476459	9.040031065
MCA_RS00470	8.378569393	8.491249702	8.252102924	8.987210306	8.247358487	8.671853473	8.273647498	8.473246639	8.260397011	8.418195864	8.273277473	8.400503079	8.352874657	8.191787217	7.905469319
MCA_RS00475	7.939160814	8.335473816	8.280429226	8.827384741	8.497186299	8.59151247	8.47019592	8.487441223	8.283376175	8.471433378	8.324851925	8.435219172	7.846116294	8.038961363	7.969365387
MCA_RS00480	9.129770793	9.236279293	9.220305727	9.397579881	9.402971891	9.492785885	9.054867949	9.023544688	9.157090653	9.029936218	8.807032605	9.109772005	9.078265233	8.892034087	9.142277107
MCA_RS00485	9.358907417	9.744510163	9.517446704	9.466669711	9.075239767	8.860647488	9.437535313	9.784555478	9.661940802	9.670906395	9.556440951	9.421277686	9.174334241	9.408322341	9.571915563
MCA_RS00490	8.804448922	8.540416377	8.742753153	7.90848535	8.06936448	8.376397682	8.920764433	8.975650173	8.695829085	8.863365629	8.903040815	8.146263956	8.55864783	8.840480988	8.833459043
MCA_RS00495	7.024643645	7.208712126	6.58421628	3.893732964	4.899223169	5.999614425	7.472869753	7.536253638	6.396206291	6.325229645	7.644663251	6.447360399	6.541199397	6.217383216	6.852981454
MCA_RS00500	8.646242436	8.443736492	8.879292573	9.022399003	8.919345371	8.600997675	8.775245519	8.350294426	8.349122636	8.504449789	8.513636184	8.301832205	8.75913575	8.607383274	8.667958848
MCA_RS00505	8.232359843	7.941299205	8.222354852	8.351241828	8.084821377	8.534153592	7.883953777	7.652749633	7.69297213	7.727281315	7.754958481	7.736157634	7.783869627	7.953805801	6.897300914
MCA_RS00510	5.416399835	5.691777566	5.363153065	5.349394131	5.602252039	5.228699197	5.440616275	4.962901407	5.560668602	5.225182814	5.815617211	6.077606339	4.986492738	5.211376738	4.791320627
MCA_RS00515	8.486022897	8.406335397	8.803430396	9.424727743	8.987502565	8.907788759	8.714828117	8.676422835	8.856930526	8.765746162	8.711336834	8.632828555	8.687562136	8.860954242	8.653721962
MCA_RS00520	7.666158031	7.199266528	7.523138737	7.435541557	7.885318786	8.095701552	7.222451162	6.811890262	7.654761493	7.124168986	7.222395785	7.280717411	7.602601318	7.506214171	7.059168341
MCA_RS00525	8.75412382	8.938443352	8.867317484	9.019662239	9.630155313	9.05088105	8.91904636	8.584591316	8.857901106	8.678269585	8.555777582	8.359938209	8.509944472	8.745991776	8.828914379
MCA_RS00530	8.268330233	7.530047425	8.019083658	8.775489795	8.98043646	8.354388379	8.018650401	8.155953384	8.091335037	8.245572289	7.767337577	8.197540141	8.114505816	8.195228485	7.868842275
MCA_RS00535	6.278480274	5.470452764	6.374606983	5.625179432	6.78442629	5.939709927	4.020724731	5.508783194	6.083798781	6.023250217	5.792768797	5.851180328	5.045238833	6.129122432	5.305838744
MCA_RS00540	7.325570844	7.293100533	7.408369643	7.958336506	8.189638677	8.030827999	7.515823723	7.424592083	7.248988787	7.739023403	7.641800392	7.566176905	7.288341752	7.550351708	7.26667648
MCA_RS00545	4.594940113	5.617350613	5.239101344	5.621058337	5.837685603	5.041258216	5.979236261	4.127443224	4.551460137	4.874621794	5.773582218	4.899226205	5.967029285	5.155942708	4.537987789
MCA_RS00550	6.652123486	7.29651182	7.065678864	6.871300605	7.36813296	6.812323116	7.206070574	7.337353178	7.264361671	7.301096556	6.792905031	6.855211715	6.983096919	6.803281517	6.973175378
MCA_RS00555	6.770332602	6.442282198	6.796964415	6.156231078	6.414412342	6.910601088	6.828663233	7.04182809	6.874090291	5.934775638	6.630882054	6.262952951	7.024443429	6.864826338	7.147443033
MCA_RS00560	8.125065266	7.778607011	7.800260704	7.793260023	7.529599267	7.110992018	8.357030652	8.055197755	7.481989743	8.093903885	7.805622104	7.578708339	7.717311102	7.719451917	7.632182998
MCA_RS00565	6.612842689	6.438581687	6.809914575	6.332919589	7.035362395	6.02289668	5.760530405	6.477967849	6.556774824	6.473169786	6.906253268	6.545388666	6.20891815	6.8347715	6.476949026
MCA_RS00570	8.484649212	8.343411468	8.497617654	8.568509418	8.950816911	8.921962765	8.389461555	8.44419291	8.50043011	8.207416208	8.229210851	8.707001336	8.641699435	8.442747082	8.621556462
MCA_RS00575	7.422497962	7.265515913	7.159725835	6.528215467	6.9503209	7.17647569	7.351520069	7.585977724	7.153495326	6.956252595	7.260220766	6.907365055	7.317929056	7.111671759	7.974490347
MCA_RS00580	5.91089613	4.716623548	5.319073827	5.633386474	6.559503747	5.410343758	5.712509255	3.761346722	5.958290591	5.367175112	4.799627322	4.701549778	5.766308671	5.888264236	5.189547005
MCA_RS00585	6.62619392	5.805325712	6.739994397	7.011707013	7.209307682	7.027123359	6.849350776	6.80149727	6.546109234	7.240519388	6.374907486	6.724978691	6.721623875	6.83658737	6.667858784
MCA_RS00590	7.132372169	6.958668165	6.961320355	6.940733287	7.697480248	7.675204899	7.264689775	6.934495948	7.131903194	6.907050701	6.87246023	6.924484248	7.283266261	7.273816741	7.239538678
MCA_RS00595	3.958878163	4.357648227	3.124560209	2.773764728	4.676373802	4.673903819	3.639245207	2.769946732	3.776803102	3.871357376	2.840107553	4.798066458	3.6550784	4.547920712	4.41750316
MCA_RS00600	6.797140607	7.034988336	7.282582597	7.301621131	7.457923207	7.20163228	6.751155813	6.968737023	7.082198191	6.589235988	6.167612253	7.181600642	6.865086027	7.09659632	6.597389421
MCA_RS00605	5.245255686	6.026871732	6.044161618	5.262110597	5.842889655	5.778829748	5.920208431	4.671562361	5.910859869	5.632311442	6.014632799	6.148809922	5.812136147	5.992928429	5.940796184
MCA_RS00610	4.740162215	4.764705564	3.693582148	5.045507369	4.275744984	3.527490516	4.325333416	3.934395596	4.153625116	3.889404814	4.466852806	3.94504111	4.800071651	4.826922236	4.811383716
MCA_RS00620	3.474349292	-0.279926438	2.280458111	2.008322522	2.252629617	3.011061882	4.156137566	4.069224479	4.456691437	3.393466386	2.827758644	3.092789033	4.063062259	3.646976628	4.283161417
MCA_RS00625	6.193025981	5.901653263	6.033809235	4.963253535	5.30072809	4.432540305	5.816122323	6.417029645	5.64505245	5.271332833	5.593831354	5.76802701	5.691655207	5.667034233	5.761630751
MCA_RS00630	4.302356148	4.125724464	4.166033457	4.507664541	4.699508194	5.160355641	3.337502674	4.326962173	4.516920418	5.103677109	4.26182757	4.868709191	3.523520621	4.275468864	3.850867882
MCA_RS00635	8.246612686	8.366965706	8.247210651	8.251465162	8.525781462	8.627819872	8.730435084	8.823819622	7.905859825	8.265574529	8.592052908	7.709055522	7.942953764	8.061207938	7.963549946
MCA_RS00640	5.43168832	5.848727284	5.123037258	5.97112383	5.513660582	5.867239605	5.143829019	6.235926607	5.946983757	5.96061255	5.560636017	5.880267784	5.820569064	5.939856888	5.206312246
MCA_RS00645	7.652561674	7.687483257	8.157529901	8.14427184	8.022356917	8.243966747	7.767456093	7.93707292	7.938849691	7.581707971	7.882820127	7.850808359	8.086807862	8.072919312	7.708253452
MCA_RS00650	8.170341455	8.523048569	8.1473624	7.922785601	8.451357561	8.422841419	8.632704909	8.106454968	8.269340871	8.023331665	7.713190197	7.642703571	8.19805544	7.824357865	8.354057737
MCA_RS00655	7.395462561	7.157855629	7.628156998	7.450714742	7.558883552	7.275649808	7.337340465	6.619076892	7.205255658	7.112692248	7.303503532	7.180139392	7.187628593	7.19350358	6.995268534
MCA_RS00660	6.434607542	6.393418979	6.597457172	5.157870215	6.611249321	6.616216846	7.023782129	5.905263369	5.999528245	6.669236213	6.969798512	6.503939097	6.472402719	6.528523569	6.433596526
MCA_RS00665	8.509740487	8.113252286	8.768053448	9.435034696	9.625004026	9.380483927	8.554673971	7.819854119	8.7578058	8.608620998	8.340827179	9.004930653	8.798266474	8.869848443	8.547235069
MCA_RS00670	6.766192711	7.222406932	7.092423884	7.446063043	7.023952682	7.67397982	6.978816468	5.892729106	7.100537757	6.66662235	6.415701871	6.449787946	6.909902613	6.812537311	6.627123903
MCA_RS00675	6.933609136	5.96818969	6.77964378	6.444403272	7.144052814	7.240771471	6.507696021	6.843351345	6.828167455	6.671845348	6.933161473	7.243423962	7.210802951	7.073463638	6.696189592
MCA_RS00680	8.031895624	8.440656502	7.999101526	9.560575949	10.60898224	8.488193095	7.806294887	7.297759256	7.940072256	8.2160227	7.644663251	8.962634607	8.435263106	8.303854414	8.798454588
MCA_RS00685	7.138499695	6.623782889	7.566202362	7.529781614	6.335385207	6.925777311	7.521757405	7.736188668	7.2496463	7.523094057	7.571792999	7.1954092	7.012224773	6.899240962	7.06961788
MCA_RS00690	9.860517134	10.07470467	10.01587185	10.54562742	10.26825799	10.34105801	10.22385471	10.17237861	9.962353627	10.17082663	10.24493393	9.8256417	10.02593782	10.01754335	9.833576104
MCA_RS00695	9.8713763	9.81601654	9.76830962	9.488323752	9.482370886	9.747042913	10.12580107	10.06607492	9.826550484	9.918224215	10.04616872	9.414613672	9.834588743	9.824264947	9.803340846
MCA_RS00700	6.390300143	6.919381218	6.844754479	6.740646786	6.552108962	6.992816583	5.92443046	6.18999513	6.870247472	6.780279114	5.953429327	6.087773328	6.766689208	6.465544544	6.89683153
MCA_RS00705	8.002601643	8.129027626	8.170582364	8.186018667	8.377374567	8.262559837	7.906005427	6.697239255	7.890343079	7.75756507	7.115971625	8.636695762	8.389234118	7.914433279	8.308905206
